route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
73,3,1459020,Soquel/Freedom/Cabrillo,,0,70082802,shp-73-52,1,1
73,7,1415090,Soquel/Freedom/Cabrillo,,1,70111609,shp-73-02,1,1
73,2,1221100,Soquel/Freedom/Cabrillo,,1,70132010,shp-73-02,1,1
73,7,1513090,Soquel/Freedom/Cabrillo,,0,70111109,shp-73-52,1,1
73,1,1477110,Soquel/Freedom/Cabrillo,,0,70097311,shp-73-51,1,1
73,2,157100,Soquel/Freedom/Cabrillo,,0,70131710,shp-73-52,1,1
73,1,1602110,Soquel/Freedom/Cabrillo,,1,70097311,shp-73-02,1,1
73,2,161100,Soquel/Freedom/Cabrillo,,1,70132010,shp-73-02,1,1
73,6,2165030,Soquel/Freedom/Cabrillo,,1,70083003,shp-73-02,1,1
73,5,1826010,Soquel/Freedom/Cabrillo,,1,70121401,shp-73-02,1,1
73,6,3907030,Soquel/Freedom/Cabrillo,,0,70082903,shp-73-51,1,1
73,2,3741100,Soquel/Freedom/Cabrillo,,1,70132010,shp-73-02,1,1
73,3,4085020,Soquel/Freedom/Cabrillo,,0,70082702,shp-73-52,1,1
73,7,4046090,Soquel/Freedom/Cabrillo,,1,70111609,shp-73-02,1,1
73,7,3941090,Soquel/Freedom/Cabrillo,,0,70111009,shp-73-52,1,1
73,8,686130,Soquel/Freedom/Cabrillo,,0,69904713,shp-73-52,1,1
73,7,690090,Soquel/Freedom/Cabrillo,,0,70111509,shp-73-52,1,1
73,1,472110,Soquel/Freedom/Cabrillo,,1,70097111,shp-73-01,1,1
73,6,767030,Soquel/Freedom/Cabrillo,,1,70082303,shp-73-02,1,1
73,6,783030,Soquel/Freedom/Cabrillo,,1,70082903,shp-73-01,1,1
73,3,3780020,Soquel/Freedom/Cabrillo,,0,70083002,shp-73-52,1,1
73,8,3797130,Soquel/Freedom/Cabrillo,,0,69904913,shp-73-52,1,1
73,7,3784090,Soquel/Freedom/Cabrillo,,0,70111709,shp-73-52,1,1
73,7,581090,Soquel/Freedom/Cabrillo,,1,70111409,shp-73-01,1,1
73,6,64030,Soquel/Freedom/Cabrillo,,1,70082903,shp-73-02,1,1
73,1,3933110,Soquel/Freedom/Cabrillo,,1,70097111,shp-73-02,1,1
73,5,3796010,Soquel/Freedom/Cabrillo,,0,70121001,shp-73-52,1,1
73,7,3761090,Soquel/Freedom/Cabrillo,,1,70111209,shp-73-02,1,1
73,8,386130,Soquel/Freedom/Cabrillo,,0,69905213,shp-73-52,1,1
73,3,3810020,Soquel/Freedom/Cabrillo,,0,70082602,shp-73-52,1,1
73,5,4308010,Soquel/Freedom/Cabrillo,,0,70121401,shp-73-52,1,1
73,3,4321020,Soquel/Freedom/Cabrillo,,1,70082902,shp-73-02,1,1
73,7,4325090,Soquel/Freedom/Cabrillo,,0,70111609,shp-73-52,1,1
73,7,852090,Soquel/Freedom/Cabrillo,,0,70111209,shp-73-52,1,1
73,1,489110,Soquel/Freedom/Cabrillo,,1,70097311,shp-73-02,1,1
73,7,999090,Soquel/Freedom/Cabrillo,,1,70111509,shp-73-02,1,1
73,7,713090,Soquel/Freedom/Cabrillo,,1,70111509,shp-73-01,1,1
73,5,717010,Soquel/Freedom/Cabrillo,,1,70121401,shp-73-02,1,1
73,3,768020,Soquel/Freedom/Cabrillo,,0,70082302,shp-73-52,1,1
73,1,534110,Soquel/Freedom/Cabrillo,,1,70097211,shp-73-02,1,1
73,2,395100,Soquel/Freedom/Cabrillo,,1,70132010,shp-73-02,1,1
73,1,4013110,Soquel/Freedom/Cabrillo,,0,70097311,shp-73-52,1,1
73,6,4205030,Soquel/Freedom/Cabrillo,,1,70083103,shp-73-02,1,1
73,3,4205020,Soquel/Freedom/Cabrillo,,1,70083102,shp-73-02,1,1
73,1,4258110,Soquel/Freedom/Cabrillo,,1,70097211,shp-73-02,1,1
73,5,4169010,Soquel/Freedom/Cabrillo,,0,70121501,shp-73-52,1,1
73,2,413100,Soquel/Freedom/Cabrillo,,0,70131710,shp-73-52,1,1
73,2,860100,Soquel/Freedom/Cabrillo,,1,70131710,shp-73-02,1,1
73,3,821020,Soquel/Freedom/Cabrillo,,0,70082802,shp-73-52,1,1
73,8,877130,Soquel/Freedom/Cabrillo,,0,69904913,shp-73-52,1,1
73,6,768030,Soquel/Freedom/Cabrillo,,0,70082303,shp-73-52,1,1
73,3,783020,Soquel/Freedom/Cabrillo,,1,70082902,shp-73-01,1,1
73,3,4171020,Soquel/Freedom/Cabrillo,,0,70083002,shp-73-52,1,1
73,1,4049110,Soquel/Freedom/Cabrillo,,0,70097211,shp-73-52,1,1
73,8,411130,Soquel/Freedom/Cabrillo,,1,69905213,shp-73-02,1,1
73,1,613110,Soquel/Freedom/Cabrillo,,0,70097111,shp-73-52,1,1
73,7,46090,Soquel/Freedom/Cabrillo,,1,70111709,shp-73-02,1,1
73,7,4287090,Soquel/Freedom/Cabrillo,,0,70111509,shp-73-51,1,1
73,5,436010,Soquel/Freedom/Cabrillo,,1,70121001,shp-73-02,1,1
73,1,565110,Soquel/Freedom/Cabrillo,,1,70097211,shp-73-01,1,1
73,8,350130,Soquel/Freedom/Cabrillo,,0,69905113,shp-73-52,1,1
73,6,3516030,Soquel/Freedom/Cabrillo,,0,70082803,shp-73-51,1,1
73,7,3632090,Soquel/Freedom/Cabrillo,,1,70111509,shp-73-02,1,1
73,6,3682030,Soquel/Freedom/Cabrillo,,1,70082903,shp-73-02,1,1
73,7,3687090,Soquel/Freedom/Cabrillo,,1,70111309,shp-73-01,1,1
73,1,3385110,Soquel/Freedom/Cabrillo,,1,70097111,shp-73-01,1,1
73,8,3969130,Soquel/Freedom/Cabrillo,,1,69905113,shp-73-02,1,1
73,6,4085030,Soquel/Freedom/Cabrillo,,0,70082703,shp-73-52,1,1
73,3,3692020,Soquel/Freedom/Cabrillo,,1,70083002,shp-73-02,1,1
73,2,3698100,Soquel/Freedom/Cabrillo,,0,70131810,shp-73-52,1,1
73,7,303090,Soquel/Freedom/Cabrillo,,0,70111609,shp-73-52,1,1
73,8,2971130,Soquel/Freedom/Cabrillo,,1,69904713,shp-73-02,1,1
73,7,2878090,Soquel/Freedom/Cabrillo,,1,70110909,shp-73-02,1,1
73,3,2540020,Soquel/Freedom/Cabrillo,,0,70083002,shp-73-52,1,1
73,7,2562090,Soquel/Freedom/Cabrillo,,0,70111409,shp-73-52,1,1
73,8,2423130,Soquel/Freedom/Cabrillo,,0,69904713,shp-73-52,1,1
73,6,2656030,Soquel/Freedom/Cabrillo,,1,70082803,shp-73-01,1,1
73,6,2800030,Soquel/Freedom/Cabrillo,,0,70083003,shp-73-52,1,1
74S,3,1476020,PVHS/Watsonville Hospital,,1,70078602,shp-74S-03,1,1
74S,7,3865090,PVHS/Watsonville Hospital,,1,70107109,shp-74S-02,1,1
74S,1,3244110,PVHS/Watsonville Hospital,,1,70092811,shp-74S-02,1,1
74S,1,3488110,PVHS/Watsonville Hospital,,1,70092911,shp-74S-03,1,1
74S,7,2823090,PVHS/Watsonville Hospital,,1,70107209,shp-74S-03,1,1
74S,6,1476030,PVHS/Watsonville Hospital,,1,70078603,shp-74S-03,1,1
74S,6,2235030,PVHS/Watsonville Hospital,,1,70078503,shp-74S-02,1,1
74S,3,2235020,PVHS/Watsonville Hospital,,1,70078502,shp-74S-02,1,1
75,7,1556090,Green Valley - Wheelock,,1,70107209,shp-75-02,1,1
75,8,198130,Green Valley - Wheelock,,1,69904513,shp-75-02,1,1
75,2,2072100,Green Valley - Wheelock,,1,70131510,shp-75-02,1,1
75,6,2028030,Green Valley - Wheelock,,1,70078103,shp-75-02,1,1
75,8,2009130,Green Valley - Wheelock,,1,69904513,shp-75-02,1,1
75,5,2010010,Green Valley - Wheelock,,0,70120901,shp-75-01,1,1
75,3,1906020,Green Valley - Wheelock,,0,70082502,shp-75-01,1,1
